Customer,DOJ,StudentName,Department,City,Branch,Application,Duration,FeesperHour,Column1,Lat,Long,State
Customer A,26-10-2017,Student2051,Finance,New Delhi,Noida,Outlook,89,1200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,28.6741448,77.216544,Delhi
Customer C,26-10-2017,Student3571,HR,Chennai,Chennai Central,Outlook,90,1200,http://ameetz.com/images/James_Cameron_October_2012.jpg,13.0117549,80.2214808,Tamil Nadu
Customer A,26-10-2017,Student5275,HR,Nagpur,Nag3,Outlook,81,1200,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,21.1526179,79.0881983,Maharashtra
Customer A,26-10-2017,Student4546,Admin,Kolkata,South Dum-Dum,PowerApps,81,2500,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,22.5655734,88.3702152,West Bengal
Customer K,26-10-2017,Student471,HR,Nagpur,Nag 2,PowerBI,26,2500,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,21.1526179,79.0881983,Maharashtra
Customer F,26-10-2017,Student3863,HR,Chennai,Koyambedu,VBA,58,2200,http://ameetz.com/images/James_Cameron_October_2012.jpg,13.0117549,80.2214808,Tamil Nadu
Customer J,26-10-2017,Student3358,IT,Kolkata,Garden Reach,Word,8,900,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,22.5655734,88.3702152,West Bengal
Customer I,26-10-2017,Student3543,Admin,Kolkata,South Dum-Dum,Word,9,900,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,22.5655734,88.3702152,West Bengal
Customer F,26-10-2017,Student4556,IT,Nagpur,Nag3,Word,9,900,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,21.1526179,79.0881983,Maharashtra
Customer D,27-10-2017,Student6303,Sales,Bangalore,Bayappanhalli,Outlook,38,1200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,12.966667,77.566667,Karnataka
Customer F,27-10-2017,Student2588,Admin,New Delhi,ISBT,PowerBI,90,2500,http://ameetz.com/images/James_Cameron_October_2012.jpg,28.6741448,77.216544,Delhi
Customer I,27-10-2017,Student277,HR,Pune,Pune1,VBA,8,2200,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,18.5289032,73.8743492,Maharashtra
Customer E,27-10-2017,Student2209,IT,Nagpur,Nag3,VBA,59,2200,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,21.1526179,79.0881983,Maharashtra
Customer E,27-10-2017,Student2399,Sales,Chennai,Chennai Central,Word,8,900,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,13.0117549,80.2214808,Tamil Nadu
Customer K,28-10-2017,Student1710,Sales,Nagpur,Nag 2,Excel,57,2000,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,21.1526179,79.0881983,Maharashtra
Customer D,28-10-2017,Student4641,HR,Chennai,Chennai Central,Excel,8,2000,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,13.0117549,80.2214808,Tamil Nadu
Customer C,28-10-2017,Student3931,Sales,Pune,Pune2,Office 365,52,2000,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,18.5289032,73.8743492,Maharashtra
Customer I,28-10-2017,Student6579,Sales,Hyderabad,Hyd2,Outlook,49,1200,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,17.3921437,78.4656193,Telangana
Customer K,28-10-2017,Student1733,Sales,Bangalore,Koramangala,PowerApps,13,2500,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,12.966667,77.566667,Karnataka
Customer G,28-10-2017,Student3783,HR,Bangalore,Jalahalli,PowerBI,18,2500,http://ameetz.com/images/James_Cameron_October_2012.jpg,12.966667,77.566667,Karnataka
Customer F,28-10-2017,Student1647,HR,Pune,Pune1,VBA,59,2200,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,18.5289032,73.8743492,Maharashtra
Customer F,28-10-2017,Student5058,Admin,Hyderabad,Hyd2,VBA,35,2200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,17.3921437,78.4656193,Telangana
Customer F,28-10-2017,Student4278,IT,Kolkata,Chakdaha,Word,12,900,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,22.5655734,88.3702152,West Bengal
Customer K,29-10-2017,Student5758,HR,Pune,Pun35,Excel,67,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,18.5289032,73.8743492,Maharashtra
Customer F,29-10-2017,Student921,Admin,New Delhi,ISBT,Office 365,76,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,28.6741448,77.216544,Delhi
Customer K,29-10-2017,Student5909,Sales,Nagpur,Nag 1,PowerApps,83,2500,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,21.1526179,79.0881983,Maharashtra
Customer B,29-10-2017,Student42,IT,Kolkata,Garden Reach,PowerBI,26,2500,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,22.5655734,88.3702152,West Bengal
Customer J,29-10-2017,Student5296,Sales,Kolkata,Chakdaha,VBA,49,2200,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,22.5655734,88.3702152,West Bengal
Customer G,29-10-2017,Student5299,Admin,Pune,Pune2,VBA,53,2200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,18.5289032,73.8743492,Maharashtra
Customer D,29-10-2017,Student4487,Sales,Kolkata,Howrah,Word,12,900,http://ameetz.com/images/James_Cameron_October_2012.jpg,22.5655734,88.3702152,West Bengal
Customer A,30-10-2017,Student124,Sales,Hyderabad,Hyd3,Excel,35,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,17.3921437,78.4656193,Telangana
Customer E,30-10-2017,Student1194,HR,Kolkata,Howrah,Office 365,74,2000,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,22.5655734,88.3702152,West Bengal
Customer H,30-10-2017,Student6141,Finance,Pune,Pune2,Office 365,23,2000,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,18.5289032,73.8743492,Maharashtra
Customer A,30-10-2017,Student2424,Sales,Hyderabad,Hyd1,Outlook,38,1200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,17.3921437,78.4656193,Telangana
Customer I,31-10-2017,Student4074,Admin,New Delhi,Chandni Chowk,Excel,31,2000,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,28.6741448,77.216544,Delhi
Customer D,31-10-2017,Student1098,Sales,Kolkata,Garden Reach,PowerApps,24,2500,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,22.5655734,88.3702152,West Bengal
Customer B,31-10-2017,Student2222,IT,Kolkata,Chakdaha,VBA,12,2200,http://ameetz.com/images/James_Cameron_October_2012.jpg,22.5655734,88.3702152,West Bengal
Customer K,31-10-2017,Student3765,HR,Hyderabad,Hyd3,VBA,78,2200,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,17.3921437,78.4656193,Telangana
Customer B,31-10-2017,Student2453,Finance,Nagpur,Nag 1,Word,9,900,http://ameetz.com/images/James_Cameron_October_2012.jpg,21.1526179,79.0881983,Maharashtra
Customer D,01-11-2017,Student5781,Sales,Nagpur,Nag 2,Office 365,28,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,21.1526179,79.0881983,Maharashtra
Customer J,01-11-2017,Student1689,Finance,Hyderabad,Hyd2,Outlook,61,1200,http://ameetz.com/images/James_Cameron_October_2012.jpg,17.3921437,78.4656193,Telangana
Customer H,01-11-2017,Student3409,HR,Kolkata,Hugli,Outlook,9,1200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,22.5655734,88.3702152,West Bengal
Customer J,01-11-2017,Student1559,Sales,Pune,Pune1,PowerApps,48,2500,http://ameetz.com/images/James_Cameron_October_2012.jpg,18.5289032,73.8743492,Maharashtra
Customer B,01-11-2017,Student844,HR,New Delhi,Noida,VBA,12,2200,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,28.6741448,77.216544,Delhi
Customer B,02-11-2017,Student3270,HR,Hyderabad,Hyd1,Excel,26,2000,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,17.3921437,78.4656193,Telangana
Customer J,02-11-2017,Student3505,IT,New Delhi,Saket,Excel,73,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,28.6741448,77.216544,Delhi
Customer K,02-11-2017,Student4731,HR,Nagpur,Nag3,Excel,64,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,21.1526179,79.0881983,Maharashtra
Customer A,02-11-2017,Student5771,Finance,Kolkata,Howrah,Outlook,55,1200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,22.5655734,88.3702152,West Bengal
Customer F,02-11-2017,Student2350,Sales,Kolkata,Garden Reach,PowerApps,23,2500,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,22.5655734,88.3702152,West Bengal
Customer B,02-11-2017,Student4478,Sales,Pune,Pun35,VBA,30,2200,http://ameetz.com/images/James_Cameron_October_2012.jpg,18.5289032,73.8743492,Maharashtra
Customer E,02-11-2017,Student5892,HR,Kolkata,Hugli,VBA,73,2200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,22.5655734,88.3702152,West Bengal
Customer G,02-11-2017,Student5149,Finance,Bangalore,Bayappanhalli,Word,10,900,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,12.966667,77.566667,Karnataka
Customer K,03-11-2017,Student226,IT,Chennai,Koyambedu,Excel,24,2000,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,13.0117549,80.2214808,Tamil Nadu
Customer A,03-11-2017,Student3044,Finance,Pune,Pune3,Outlook,19,1200,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,18.5289032,73.8743492,Maharashtra
Customer G,03-11-2017,Student1902,IT,Bangalore,Jalahalli,PowerApps,9,2500,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,12.966667,77.566667,Karnataka
Customer K,03-11-2017,Student6153,HR,Pune,Pune4,VBA,66,2200,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,18.5289032,73.8743492,Maharashtra
Customer E,03-11-2017,Student2049,Admin,Nagpur,Nag 1,Word,11,900,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,21.1526179,79.0881983,Maharashtra
Customer F,03-11-2017,Student4049,IT,Nagpur,Nag3,Word,8,900,http://ameetz.com/images/James_Cameron_October_2012.jpg,21.1526179,79.0881983,Maharashtra
Customer I,04-11-2017,Student1089,Admin,Kolkata,Hugli,Excel,64,2000,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,22.5655734,88.3702152,West Bengal
Customer K,04-11-2017,Student3416,Admin,Nagpur,Nag 1,Excel,41,2000,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,21.1526179,79.0881983,Maharashtra
Customer I,04-11-2017,Student2948,IT,Bangalore,Bayappanhalli,Office 365,69,2000,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,12.966667,77.566667,Karnataka
Customer D,04-11-2017,Student4864,Sales,Pune,Pune4,Office 365,8,2000,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,18.5289032,73.8743492,Maharashtra
Customer B,04-11-2017,Student3825,HR,Kolkata,Garden Reach,Outlook,59,1200,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,22.5655734,88.3702152,West Bengal
Customer C,04-11-2017,Student419,HR,Pune,Pune4,PowerBI,26,2500,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,18.5289032,73.8743492,Maharashtra
Customer K,04-11-2017,Student4886,Sales,Chennai,Chennai Central,VBA,85,2200,http://ameetz.com/images/James_Cameron_October_2012.jpg,13.0117549,80.2214808,Tamil Nadu
Customer A,04-11-2017,Student1865,Admin,Bangalore,Koramangala,Word,9,900,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,12.966667,77.566667,Karnataka
Customer J,05-11-2017,Student2381,Admin,Pune,Pun35,Office 365,50,2000,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,18.5289032,73.8743492,Maharashtra
Customer H,05-11-2017,Student6034,Sales,Pune,Pune3,Office 365,48,2000,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,18.5289032,73.8743492,Maharashtra
Customer K,05-11-2017,Student2892,IT,New Delhi,Saket,Outlook,10,1200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,28.6741448,77.216544,Delhi
Customer J,05-11-2017,Student1658,Finance,Chennai,Koyambedu,VBA,19,2200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,13.0117549,80.2214808,Tamil Nadu
Customer F,05-11-2017,Student4434,HR,Chennai,Chennai Central,Word,11,900,http://ameetz.com/images/James_Cameron_October_2012.jpg,13.0117549,80.2214808,Tamil Nadu
Customer J,06-11-2017,Student4692,Admin,Kolkata,Howrah,Excel,9,2000,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,22.5655734,88.3702152,West Bengal
Customer A,06-11-2017,Student4503,Sales,Bangalore,Bayappanhalli,Office 365,30,2000,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,12.966667,77.566667,Karnataka
Customer I,06-11-2017,Student2081,Sales,Pune,Pun35,PowerApps,12,2500,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,18.5289032,73.8743492,Maharashtra
Customer J,06-11-2017,Student3407,HR,Bangalore,Bayappanhalli,Word,10,900,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,12.966667,77.566667,Karnataka
Customer A,07-11-2017,Student2806,IT,Nagpur,Nag3,Excel,79,2000,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,21.1526179,79.0881983,Maharashtra
Customer G,07-11-2017,Student4368,IT,Pune,Pune2,Excel,82,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,18.5289032,73.8743492,Maharashtra
Customer H,07-11-2017,Student1302,Finance,Chennai,Koyambedu,Outlook,48,1200,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,13.0117549,80.2214808,Tamil Nadu
Customer D,07-11-2017,Student4172,IT,Kolkata,Howrah,PowerBI,21,2500,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,22.5655734,88.3702152,West Bengal
Customer F,07-11-2017,Student6075,IT,Hyderabad,Hyd3,VBA,85,2200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,17.3921437,78.4656193,Telangana
Customer G,07-11-2017,Student2980,HR,Hyderabad,Hyd3,Word,9,900,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,17.3921437,78.4656193,Telangana
Customer C,07-11-2017,Student3659,HR,Kolkata,Chakdaha,Word,8,900,http://ameetz.com/images/James_Cameron_October_2012.jpg,22.5655734,88.3702152,West Bengal
Customer A,08-11-2017,Student6399,Admin,Pune,Pun35,Excel,37,2000,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,18.5289032,73.8743492,Maharashtra
Customer J,08-11-2017,Student3806,Sales,Chennai,Anna Salai,Office 365,13,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,13.0117549,80.2214808,Tamil Nadu
Customer C,08-11-2017,Student516,HR,Hyderabad,Hyd3,PowerBI,85,2500,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,17.3921437,78.4656193,Telangana
Customer A,08-11-2017,Student311,Finance,Nagpur,Nag 2,VBA,35,2200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,21.1526179,79.0881983,Maharashtra
Customer I,08-11-2017,Student4352,HR,Kolkata,Chakdaha,VBA,29,2200,http://ameetz.com/images/James_Cameron_October_2012.jpg,22.5655734,88.3702152,West Bengal
Customer J,08-11-2017,Student5073,Finance,New Delhi,Noida,VBA,42,2200,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,28.6741448,77.216544,Delhi
Customer A,08-11-2017,Student2907,HR,New Delhi,Gurgoan,Word,11,900,http://ameetz.com/images/James_Cameron_October_2012.jpg,28.6741448,77.216544,Delhi
Customer C,09-11-2017,Student101,Admin,Chennai,Koyambedu,Excel,89,2000,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,13.0117549,80.2214808,Tamil Nadu
Customer H,09-11-2017,Student2792,Finance,Chennai,Koyambedu,Excel,24,2000,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,13.0117549,80.2214808,Tamil Nadu
Customer I,09-11-2017,Student1505,Finance,Pune,Pune2,Office 365,87,2000,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,18.5289032,73.8743492,Maharashtra
Customer A,09-11-2017,Student6097,IT,Nagpur,Nag 2,PowerApps,77,2500,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,21.1526179,79.0881983,Maharashtra
Customer H,09-11-2017,Student369,Finance,Nagpur,Nag3,VBA,67,2200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,21.1526179,79.0881983,Maharashtra
Customer G,09-11-2017,Student1686,Sales,Chennai,Anna Salai,Word,12,900,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,13.0117549,80.2214808,Tamil Nadu
Customer G,10-11-2017,Student1992,HR,Pune,Pune3,Word,10,900,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,18.5289032,73.8743492,Maharashtra
Customer E,11-11-2017,Student1841,HR,Nagpur,Nag 1,Excel,57,2000,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,21.1526179,79.0881983,Maharashtra
Customer B,11-11-2017,Student5091,IT,Nagpur,Nag 1,Excel,63,2000,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,21.1526179,79.0881983,Maharashtra
Customer J,11-11-2017,Student1078,Finance,Pune,Pun35,Outlook,41,1200,http://ameetz.com/images/James_Cameron_October_2012.jpg,18.5289032,73.8743492,Maharashtra
Customer G,11-11-2017,Student3103,Admin,Nagpur,Nag 1,Outlook,55,1200,http://ameetz.com/images/James_Cameron_October_2012.jpg,21.1526179,79.0881983,Maharashtra
Customer E,11-11-2017,Student1845,Sales,Kolkata,Chakdaha,PowerApps,86,2500,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,22.5655734,88.3702152,West Bengal
Customer A,11-11-2017,Student2251,HR,Nagpur,Nag 2,VBA,85,2200,http://ameetz.com/images/James_Cameron_October_2012.jpg,21.1526179,79.0881983,Maharashtra
Customer G,11-11-2017,Student3223,Sales,Bangalore,Jalahalli,VBA,11,2200,http://ameetz.com/images/James_Cameron_October_2012.jpg,12.966667,77.566667,Karnataka
Customer J,12-11-2017,Student3541,Finance,Kolkata,Garden Reach,Excel,62,2000,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,22.5655734,88.3702152,West Bengal
Customer E,12-11-2017,Student4899,HR,New Delhi,ISBT,Office 365,67,2000,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,28.6741448,77.216544,Delhi
Customer G,12-11-2017,Student2950,Finance,Chennai,Anna Salai,PowerBI,57,2500,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,13.0117549,80.2214808,Tamil Nadu
Customer J,13-11-2017,Student836,Sales,Nagpur,Nag 1,Excel,32,2000,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,21.1526179,79.0881983,Maharashtra
Customer A,13-11-2017,Student2065,Finance,Chennai,Anna Salai,Excel,55,2000,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,13.0117549,80.2214808,Tamil Nadu
Customer C,13-11-2017,Student3977,HR,Kolkata,Howrah,Excel,85,2000,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,22.5655734,88.3702152,West Bengal
Customer F,13-11-2017,Student3984,Finance,Bangalore,Jalahalli,Excel,81,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,12.966667,77.566667,Karnataka
Customer A,13-11-2017,Student1730,IT,Pune,Pune3,Outlook,69,1200,http://ameetz.com/images/James_Cameron_October_2012.jpg,18.5289032,73.8743492,Maharashtra
Customer J,13-11-2017,Student1744,Admin,Bangalore,Bayappanhalli,Outlook,77,1200,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,12.966667,77.566667,Karnataka
Customer D,13-11-2017,Student5167,HR,Hyderabad,Hyd3,Outlook,34,1200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,17.3921437,78.4656193,Telangana
Customer E,13-11-2017,Student6494,IT,Pune,Pune4,Outlook,60,1200,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,18.5289032,73.8743492,Maharashtra
Customer H,13-11-2017,Student1105,HR,Hyderabad,Hyd3,PowerApps,81,2500,http://ameetz.com/images/James_Cameron_October_2012.jpg,17.3921437,78.4656193,Telangana
Customer F,13-11-2017,Student6366,IT,Bangalore,Jalahalli,PowerApps,37,2500,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,12.966667,77.566667,Karnataka
Customer D,13-11-2017,Student6570,Finance,Nagpur,Nag 2,PowerApps,73,2500,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,21.1526179,79.0881983,Maharashtra
Customer G,13-11-2017,Student2862,Sales,Hyderabad,Hyd2,Word,12,900,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,17.3921437,78.4656193,Telangana
Customer F,13-11-2017,Student4313,Admin,Nagpur,Nag3,Word,8,900,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,21.1526179,79.0881983,Maharashtra
Customer J,14-11-2017,Student4786,Admin,New Delhi,Gurgoan,Excel,10,2000,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,28.6741448,77.216544,Delhi
Customer D,14-11-2017,Student3229,Admin,Chennai,Koyambedu,Word,10,900,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,13.0117549,80.2214808,Tamil Nadu
Customer K,15-11-2017,Student539,HR,Chennai,Koyambedu,Office 365,62,2000,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,13.0117549,80.2214808,Tamil Nadu
Customer A,15-11-2017,Student2338,Sales,Pune,Pune3,Outlook,46,1200,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,18.5289032,73.8743492,Maharashtra
Customer E,15-11-2017,Student2694,IT,Kolkata,Garden Reach,Outlook,49,1200,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,22.5655734,88.3702152,West Bengal
Customer I,15-11-2017,Student851,HR,Kolkata,South Dum-Dum,PowerBI,75,2500,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,22.5655734,88.3702152,West Bengal
Customer E,15-11-2017,Student3295,IT,New Delhi,Chandni Chowk,Word,11,900,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,28.6741448,77.216544,Delhi
Customer E,16-11-2017,Student4198,Sales,Nagpur,Nag 1,Excel,20,2000,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,21.1526179,79.0881983,Maharashtra
Customer J,16-11-2017,Student143,Admin,Hyderabad,Hyd2,Office 365,39,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,17.3921437,78.4656193,Telangana
Customer H,16-11-2017,Student5279,Sales,Chennai,Koyambedu,Office 365,79,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,13.0117549,80.2214808,Tamil Nadu
Customer J,16-11-2017,Student5317,Admin,New Delhi,Noida,Outlook,48,1200,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,28.6741448,77.216544,Delhi
Customer D,16-11-2017,Student2841,HR,New Delhi,Noida,PowerApps,63,2500,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,28.6741448,77.216544,Delhi
Customer K,16-11-2017,Student3002,Finance,Nagpur,Nag 2,PowerApps,39,2500,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,21.1526179,79.0881983,Maharashtra
Customer E,16-11-2017,Student5511,Sales,New Delhi,Saket,PowerBI,52,2500,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,28.6741448,77.216544,Delhi
Customer K,16-11-2017,Student3496,HR,Nagpur,Nag 1,Word,10,900,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,21.1526179,79.0881983,Maharashtra
Customer F,17-11-2017,Student1423,Finance,Pune,Pun35,Excel,23,2000,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,18.5289032,73.8743492,Maharashtra
Customer D,17-11-2017,Student6275,IT,Pune,Pune1,Excel,23,2000,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,18.5289032,73.8743492,Maharashtra
Customer G,17-11-2017,Student1075,Sales,Kolkata,Howrah,Office 365,84,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,22.5655734,88.3702152,West Bengal
Customer K,17-11-2017,Student1684,IT,Bangalore,Bayappanhalli,Office 365,84,2000,http://ameetz.com/images/800px-Steven_Spielberg_by_Gage_Skidmore.jpg,12.966667,77.566667,Karnataka
Customer B,17-11-2017,Student1569,HR,Chennai,Koyambedu,Outlook,84,1200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,13.0117549,80.2214808,Tamil Nadu
Customer K,17-11-2017,Student2753,Admin,Kolkata,Garden Reach,Outlook,56,1200,http://ameetz.com/images/James_Cameron_October_2012.jpg,22.5655734,88.3702152,West Bengal
Customer E,17-11-2017,Student4214,Finance,Pune,Pune3,Outlook,69,1200,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,18.5289032,73.8743492,Maharashtra
Customer C,17-11-2017,Student1604,Admin,Nagpur,Nag3,PowerApps,46,2500,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,21.1526179,79.0881983,Maharashtra
Customer G,17-11-2017,Student2567,HR,Bangalore,Jalahalli,PowerApps,76,2500,http://ameetz.com/images/Christopher_Nolan_Cannes_2018.jpg,12.966667,77.566667,Karnataka
Customer A,17-11-2017,Student2185,HR,Nagpur,Nag 1,PowerBI,78,2500,http://ameetz.com/images/James_Cameron_October_2012.jpg,21.1526179,79.0881983,Maharashtra
Customer K,17-11-2017,Student438,HR,New Delhi,Chandni Chowk,Word,12,900,http://ameetz.com/images/James_Cameron_October_2012.jpg,28.6741448,77.216544,Delhi
Customer B,18-11-2017,Student2292,IT,Bangalore,Koramangala,Excel,20,2000,http://ameetz.com/images/James_Cameron_October_2012.jpg,12.966667,77.566667,Karnataka
Customer E,18-11-2017,Student4208,Sales,New Delhi,Chandni Chowk,Excel,12,2000,http://ameetz.com/images/800px-Quentin_Tarantino_by_Gage_Skidmore.jpg,28.6741448,77.216544,Delhi
